,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
36,اشهر,without,"['▁ا', 'شهر']",without,O,O,sentence#0,True
37,بتمويل,without,"['▁بت', 'م', 'ويل']",without,O,O,sentence#0,True
38,من,without,['▁من'],without,O,O,sentence#0,True
39,الديوان,without,"['▁الدي', 'وان']",without,O,O,sentence#0,True
40,الملكي,without,['▁الملكي'],without,O,O,sentence#0,True
41,الهاشمي,without,"['▁اله', 'اش', 'مي']",without,O,O,sentence#0,True
42,برند,without,['▁برند'],without,B-PERS,O,sentence#1,False
43,جلالته,without,"['▁جلال', 'ته']",without,O,O,sentence#1,True
44,خلال,without,['▁خلال'],without,O,O,sentence#1,True
45,اللقاء,without,['▁اللقاء'],without,O,O,sentence#1,True
46,الذي,without,['▁الذي'],without,O,O,sentence#1,True
47,جمعه,without,['▁جمعه'],without,O,O,sentence#1,True
48,وأعضاء,without,"['▁وأ', 'ع', 'ضاء']",without,O,O,sentence#1,True
49,اللجنة,without,['▁اللجنة'],without,O,O,sentence#1,True
50,المحورية,without,"['▁ال', 'محور', 'ية']",without,O,O,sentence#1,True
51,المعنية,without,['▁المعنية'],without,O,O,sentence#1,True
52,في,without,['▁في'],without,O,O,sentence#1,True
53,تحديد,without,['▁تحديد'],without,O,O,sentence#1,True
54,مطالب,without,['▁مطالب'],without,O,O,sentence#1,True
55,القضاء,without,['▁القضاء'],without,O,O,sentence#1,True
56,انه,without,['▁انه'],without,O,O,sentence#1,True
57,يقدر,without,"['▁ي', 'قدر']",without,O,O,sentence#1,True
58,الظروف,without,['▁الظروف'],without,O,O,sentence#1,True
59,والتحديات,without,"['▁وال', 'تحد', 'يات']",without,O,O,sentence#1,True
60,التي,without,['▁التي'],without,O,O,sentence#1,True
61,يواجهها,without,"['▁يواجه', 'ها']",without,O,O,sentence#1,True
62,أبناء,without,"['▁', 'أبناء']",without,O,O,sentence#1,True
63,الصالحية,without,"['▁الصالح', 'ية']",without,B-LOC,O,sentence#1,False
64,ونايفة,without,"['▁ون', 'اي', 'فة']",without,B-LOC,O,sentence#1,False
65,خصوصا,without,['▁خصوصا'],without,O,O,sentence#1,True
66,فيما,without,['▁فيما'],without,O,O,sentence#1,True
67,يتعلق,without,['▁يتعلق'],without,O,O,sentence#1,True
68,بمشكلتي,without,"['▁بم', 'شكل', 'تي']",without,O,O,sentence#1,True
69,الفقر,without,['▁الفقر'],without,O,O,sentence#1,True
70,والبطالة,without,"['▁والب', 'طال', 'ة']",without,O,O,sentence#1,True
71,مرتفع,without,['▁مرتفع'],without,O,O,sentence#2,True
72,جلالته,without,"['▁جلال', 'ته']",without,O,O,sentence#2,True
73,أريد,without,['▁أريد'],without,O,O,sentence#2,True
74,ان,without,['▁ان'],without,O,O,sentence#2,True
75,استمع,without,"['▁است', 'مع']",without,O,O,sentence#2,True
76,منكم,without,"['▁من', 'كم']",without,O,O,sentence#2,True
77,عن,without,['▁عن'],without,O,O,sentence#2,True
78,المشاريع,without,['▁المشاريع'],without,O,O,sentence#2,True
79,التي,without,['▁التي'],without,O,O,sentence#2,True
80,تقترحونها,without,"['▁ت', 'قترح', 'ونها']",without,O,O,sentence#2,True
81,وأنا,without,['▁وأنا'],without,O,O,sentence#2,True
82,جاهز,without,['▁جاهز'],without,O,O,sentence#2,True
83,لتقديم,without,['▁لتقديم'],without,O,O,sentence#2,True
84,كامل,without,['▁كامل'],without,O,O,sentence#2,True
85,الدعم,without,['▁الدعم'],without,O,O,sentence#2,True
86,لكم,without,['▁لكم'],without,O,O,sentence#2,True
87,زادت,without,"['▁زاد', 'ت']",without,O,O,sentence#3,True
88,جلالته,without,"['▁جلال', 'ته']",without,O,O,sentence#3,True
89,على,without,['▁على'],without,O,O,sentence#3,True
90,انه,without,['▁انه'],without,O,O,sentence#3,True
91,سوف,without,['▁سوف'],without,O,O,sentence#3,True
92,يعود,without,['▁يعود'],without,O,O,sentence#3,True
93,الى,without,['▁الى'],without,O,O,sentence#3,True
94,البادية,without,"['▁الب', 'ادية']",without,O,B-LOC,sentence#3,False
95,الشمالية,without,['▁الشمالية'],without,O,I-LOC,sentence#3,False
96,الشرقية,without,['▁الشرقية'],without,O,I-LOC,sentence#3,False
97,خلال,without,['▁خلال'],without,O,O,sentence#3,True
98,الأشهر,without,"['▁الأ', 'شهر']",without,O,O,sentence#3,True
99,القليلة,without,"['▁القليل', 'ة']",without,O,O,sentence#3,True
100,القادمة,without,['▁القادمة'],without,O,O,sentence#3,True
101,لافتتاح,without,"['▁ل', 'افتتاح']",without,O,O,sentence#3,True
102,مشاريع,without,['▁مشاريع'],without,O,O,sentence#3,True
103,تم,without,['▁تم'],without,O,O,sentence#3,True
104,إنجازها,without,"['▁', 'إنجاز', 'ها']",without,O,O,sentence#3,True
105,بأمر,without,"['▁ب', 'أمر']",without,O,O,sentence#3,True
106,من,without,['▁من'],without,O,O,sentence#3,True
107,جلالته,without,"['▁جلال', 'ته']",without,O,O,sentence#3,True
108,لصادرات,without,"['▁ل', 'صاد', 'رات']",without,O,O,sentence#4,True
109,جلالة,without,"['▁جلال', 'ة']",without,O,O,sentence#4,True
110,الملك,without,['▁الملك'],without,O,O,sentence#4,True
111,اطلق,without,"['▁ا', 'طلق']",without,O,O,sentence#4,True
112,في,without,['▁في'],without,O,O,sentence#4,True
113,ايار,without,"['▁اي', 'ار']",without,O,O,sentence#4,True
114,الماضي,without,['▁الماضي'],without,O,O,sentence#4,True
115,مبادرة,without,"['▁', 'مبادرة']",without,O,O,sentence#4,True
116,شبكة,without,['▁شبكة'],without,O,O,sentence#4,True
117,الأمان,without,"['▁الأ', 'مان']",without,O,O,sentence#4,True
118,الاجتماعي,without,['▁الاجتماعي'],without,O,O,sentence#4,True
119,من,without,['▁من'],without,O,O,sentence#4,True
120,الأغوار,without,"['▁الأ', 'غ', 'وار']",without,O,O,sentence#4,True
121,الجنوبية,without,['▁الجنوبية'],without,O,O,sentence#4,True
122,والتي,without,['▁والتي'],without,O,O,sentence#4,True
123,ستشمل,without,"['▁ست', 'ش', 'مل']",without,O,O,sentence#4,True
124,جميع,without,['▁جميع'],without,O,O,sentence#4,True
125,جيوب,without,"['▁جي', 'وب']",without,O,O,sentence#4,True
126,الفقر,without,['▁الفقر'],without,O,O,sentence#4,True
127,التي,without,['▁التي'],without,O,O,sentence#4,True
128,حددتها,without,"['▁', 'حدد', 'تها']",without,O,O,sentence#4,True
129,دراسة,without,['▁دراسة'],without,O,O,sentence#4,True
130,اعدتها,without,"['▁ا', 'عد', 'تها']",without,O,O,sentence#4,True
131,الحكومة,without,['▁الحكومة'],without,O,O,sentence#4,True
132,عام,without,['▁عام'],without,O,O,sentence#4,True
133,2003,without,['▁2003'],without,O,O,sentence#4,True
134,يتعين,without,"['▁يت', 'عين']",without,O,O,sentence#5,True
135,قضاء,without,"['▁', 'قضاء']",without,O,O,sentence#5,True
136,الصالحية,without,"['▁الصالح', 'ية']",without,O,O,sentence#5,True
137,احد,without,['▁احد'],without,O,O,sentence#5,True
138,الوحدات,without,"['▁ال', 'وحد', 'ات']",without,O,O,sentence#5,True
139,الادارية,without,"['▁الا', 'دار', 'ية']",without,O,O,sentence#5,True
140,التابعة,without,['▁التابعة'],without,O,O,sentence#5,True
141,للواء,without,"['▁لل', 'واء']",without,O,O,sentence#5,True
142,البادية,without,"['▁الب', 'ادية']",without,O,B-LOC,sentence#5,False
143,الشمالية,without,['▁الشمالية'],without,O,I-LOC,sentence#5,False
144,الشرقية,without,['▁الشرقية'],without,O,I-LOC,sentence#5,False
145,ويبعد,without,"['▁وي', 'بعد']",without,O,O,sentence#5,True
146,عن,without,['▁عن'],without,O,O,sentence#5,True
147,مدينة,without,['▁مدينة'],without,O,O,sentence#5,True
148,المفرق,without,"['▁الم', 'فرق']",without,B-LOC,B-LOC,sentence#5,True
149,35,without,['▁35'],without,O,O,sentence#5,True
150,كم,without,['▁كم'],without,O,O,sentence#5,True
151,باتجاه,without,['▁باتجاه'],without,O,O,sentence#5,True
152,الشرق,without,['▁الشرق'],without,O,O,sentence#5,True
153,ويسكنه,without,"['▁وي', 'سكن', 'ه']",without,O,O,sentence#5,True
154,نحو,without,['▁نحو'],without,O,O,sentence#5,True
155,16,without,['▁16'],without,O,O,sentence#5,True
156,الف,without,['▁الف'],without,O,O,sentence#5,True
157,نسمة,without,"['▁نس', 'مة']",without,O,O,sentence#5,True
158,يتوزعون,without,"['▁يت', 'وز', 'عون']",without,O,O,sentence#5,True
159,على,without,['▁على'],without,O,O,sentence#5,True
160,16,without,['▁16'],without,O,O,sentence#5,True
161,تجمعا,without,"['▁تجمع', 'ا']",without,O,O,sentence#5,True
162,سكانيا,without,"['▁سكان', 'يا']",without,O,O,sentence#5,True
163,شركات,without,['▁شركات'],without,O,O,sentence#6,True
164,موجة,without,"['▁موج', 'ة']",without,O,O,sentence#6,True
165,الهجمات,without,"['▁اله', 'جم', 'ات']",without,O,O,sentence#6,True
166,الانتحارية,without,"['▁الان', 'ت', 'حار', 'ية']",without,O,O,sentence#6,True
167,التي,without,['▁التي'],without,O,O,sentence#6,True
168,هزت,without,"['▁ه', 'ز', 'ت']",without,O,O,sentence#6,True
169,أفغانستان,without,"['▁أف', 'غان', 'ستان']",without,B-LOC,B-LOC,sentence#6,True
170,هذا,without,['▁هذا'],without,O,O,sentence#6,True
171,الشهر,without,['▁الشهر'],without,O,O,sentence#6,True
172,(,without,['▁('],without,O,O,sentence#6,True
173,منها,without,['▁منها'],without,O,O,sentence#6,True
174,ثلاث,without,['▁ثلاث'],without,O,O,sentence#6,True
175,هجمات,without,"['▁ه', 'جم', 'ات']",without,O,O,sentence#6,True
176,يوم,without,['▁يوم'],without,O,O,sentence#6,True
177,الاثنين,without,['▁الاثنين'],without,O,O,sentence#6,True
178,،,without,['▁،'],without,O,O,sentence#6,True
179,وهو,without,['▁وهو'],without,O,O,sentence#6,True
180,ما,without,['▁ما'],without,O,O,sentence#6,True
181,رفع,without,['▁رفع'],without,O,O,sentence#6,True
182,مجموع,without,['▁مجموع'],without,O,O,sentence#6,True
183,هذه,without,['▁هذه'],without,O,O,sentence#6,True
184,الهجمات,without,"['▁اله', 'جم', 'ات']",without,O,O,sentence#6,True
185,منذ,without,['▁منذ'],without,O,O,sentence#6,True
186,2005,without,['▁2005'],without,O,O,sentence#6,True
187,إلى,without,['▁إلى'],without,O,O,sentence#6,True
188,69,without,['▁69'],without,O,O,sentence#6,True
189,),without,['▁)'],without,O,O,sentence#6,True
190,تذكيراً,without,"['▁ت', 'ذك', 'يرا', 'ً']",without,O,O,sentence#6,True
191,محزناً,without,"['▁م', 'حزن', 'ا', 'ً']",without,O,O,sentence#6,True
192,بأن,without,['▁بأن'],without,O,O,sentence#6,True
193,وزير,without,['▁وزير'],without,O,O,sentence#6,True
194,الدفاع,without,['▁الدفاع'],without,O,O,sentence#6,True
195,دونالد,without,['▁دونالد'],without,B-PERS,B-PERS,sentence#6,True
196,رامسفيلد,without,"['▁را', 'مس', 'فيل', 'د']",without,I-PERS,I-PERS,sentence#6,True
197,،,without,['▁،'],without,O,O,sentence#6,True
198,الذي,without,['▁الذي'],without,O,O,sentence#6,True
199,يتعرض,without,"['▁ي', 'تعرض']",without,O,O,sentence#6,True
200,حالياً,without,"['▁حاليا', 'ً']",without,O,O,sentence#6,True
201,لانتقادات,without,"['▁لان', 'ت', 'قاد', 'ات']",without,O,O,sentence#6,True
202,لاذعة,without,"['▁لا', 'ذ', 'عة']",without,O,O,sentence#6,True
203,لدوره,without,"['▁ل', 'دور', 'ه']",without,O,O,sentence#6,True
204,في,without,['▁في'],without,O,O,sentence#6,True
205,العراق,without,['▁العراق'],without,B-LOC,B-LOC,sentence#6,True
206,،,without,['▁،'],without,O,O,sentence#6,True
207,لم,without,['▁لم'],without,O,O,sentence#6,True
208,يكن,without,['▁يكن'],without,O,O,sentence#6,True
209,مهندس,without,['▁مهندس'],without,O,O,sentence#6,True
210,حرب,without,['▁حرب'],without,O,O,sentence#6,True
211,فاشلة,without,"['▁فا', 'ش', 'لة']",without,O,O,sentence#6,True
212,واحدة,without,['▁واحدة'],without,O,O,sentence#6,True
213,،,without,['▁،'],without,O,O,sentence#6,True
214,بل,without,['▁بل'],without,O,O,sentence#6,True
215,حربين,without,"['▁حرب', 'ين']",without,O,O,sentence#6,True
216,فاشلتين,without,"['▁فا', 'شل', 'تين']",without,O,O,sentence#6,True
217,،,without,['▁،'],without,O,O,sentence#6,True
218,وصاحب,without,"['▁و', 'صاحب']",without,O,O,sentence#6,True
219,رؤية,without,['▁رؤية'],without,O,O,sentence#6,True
220,خطيرة,without,"['▁خط', 'يرة']",without,O,O,sentence#6,True
221,حول,without,['▁حول'],without,O,O,sentence#6,True
222,كيفية,without,['▁كيفية'],without,O,O,sentence#6,True
223,استعمال,without,['▁استعمال'],without,O,O,sentence#6,True
224,القوة,without,['▁القوة'],without,O,O,sentence#6,True
225,الأميركية,without,['▁الأميركية'],without,O,O,sentence#6,True
226,المقبل,without,['▁المقبل'],without,O,O,sentence#7,True
227,كان,without,['▁كان'],without,O,O,sentence#7,True
228,أغسطس,without,['▁أغسطس'],without,O,O,sentence#7,True
229,من,without,['▁من'],without,O,O,sentence#7,True
230,عام,without,['▁عام'],without,O,O,sentence#7,True
231,2002,without,['▁2002'],without,O,O,sentence#7,True
232,لحظة,without,['▁لحظة'],without,O,O,sentence#7,True
233,إعلان,without,['▁إعلان'],without,O,O,sentence#7,True
234,"""",without,"['▁""']",without,O,O,sentence#7,True
235,إنجاز,without,"['▁', 'إنجاز']",without,O,O,sentence#7,True
236,المهمة,without,['▁المهمة'],without,O,O,sentence#7,True
237,"""",without,"['▁""']",without,O,O,sentence#7,True
238,بالنسبة,without,['▁بالنسبة'],without,O,O,sentence#7,True
239,لأفغانستان؛,without,"['▁لأ', 'ف', 'غان', 'ستان', '؛']",without,B-LOC,B-LOC,sentence#7,True
240,حيث,without,['▁حيث'],without,O,O,sentence#7,True
241,وصف,without,['▁وصف'],without,O,O,sentence#7,True
242,رامسفيلد,without,"['▁را', 'مس', 'فيل', 'د']",without,B-PERS,B-PERS,sentence#7,True
243,الجهد,without,"['▁الج', 'هد']",without,O,O,sentence#7,True
244,العسكري,without,['▁العسكري'],without,O,O,sentence#7,True
245,ب,without,['▁ب'],without,O,O,sentence#7,True
246,ـ,without,['▁ـ'],without,O,O,sentence#7,True
247,"""",without,"['▁""']",without,O,O,sentence#7,True
248,الإنجاز,without,"['▁ال', 'إنجاز']",without,O,O,sentence#7,True
249,الكبير,without,['▁الكبير'],without,O,O,sentence#7,True
250,"""",without,"['▁""']",without,O,O,sentence#7,True
251,و,without,['▁و'],without,O,O,sentence#7,True
252,"""",without,"['▁""']",without,O,O,sentence#7,True
253,النموذج,without,"['▁ال', 'نموذج']",without,O,O,sentence#7,True
254,الناجح,without,"['▁النا', 'ج', 'ح']",without,O,O,sentence#7,True
255,لما,without,['▁لما'],without,O,O,sentence#7,True
256,يمكن,without,['▁يمكن'],without,O,O,sentence#7,True
257,أن,without,['▁أن'],without,O,O,sentence#7,True
258,يحدث,without,['▁يحدث'],without,O,O,sentence#7,True
259,للعراق,without,"['▁للع', 'راق']",without,B-LOC,B-LOC,sentence#7,True
260,"""",without,"['▁""']",without,O,O,sentence#7,True
261,،,without,['▁،'],without,O,O,sentence#8,True
262,من,without,['▁من'],without,O,O,sentence#8,True
263,وجهة,without,"['▁وجه', 'ة']",without,O,O,sentence#8,True
264,نظره,without,"['▁نظر', 'ه']",without,O,O,sentence#8,True
265,هزمت,without,"['▁ه', 'زم', 'ت']",without,O,O,sentence#8,True
266,"""",without,"['▁""']",without,O,O,sentence#8,True
267,طالبان,without,['▁طالبان'],without,B-ORG,B-ORG,sentence#8,True
268,"""",without,"['▁""']",without,O,O,sentence#8,True
269,،,without,['▁،'],without,O,O,sentence#8,True
270,وفككت,without,"['▁و', 'فك', 'كت']",without,O,O,sentence#8,True
271,"""",without,"['▁""']",without,O,O,sentence#8,True
272,القاعدة,without,['▁القاعدة'],without,B-ORG,B-ORG,sentence#8,True
273,"""",without,"['▁""']",without,O,O,sentence#8,True
274,،,without,['▁،'],without,O,O,sentence#8,True
275,ووضعت,without,"['▁ووضع', 'ت']",without,O,O,sentence#8,True
276,أفغانستان,without,"['▁أف', 'غان', 'ستان']",without,B-LOC,B-LOC,sentence#8,True
277,على,without,['▁على'],without,O,O,sentence#8,True
278,طريق,without,['▁طريق'],without,O,O,sentence#8,True
279,الاستقرار,without,"['▁الاست', 'قرار']",without,O,O,sentence#8,True
280,والديمقراطية,without,"['▁وال', 'ديمقراطية']",without,O,O,sentence#8,True
281,–وقد,without,"['▁–', 'و', 'قد']",without,O,O,sentence#8,True
282,فعلت,without,"['▁فعل', 'ت']",without,O,O,sentence#8,True
283,ذلك,without,['▁ذلك'],without,O,O,sentence#8,True
284,على,without,['▁على'],without,O,O,sentence#8,True
285,طريقة,without,['▁طريقة'],without,O,O,sentence#8,True
286,رامسفيلد,without,"['▁را', 'مس', 'فيل', 'د']",without,B-PERS,B-PERS,sentence#8,True
287,،,without,['▁،'],without,O,O,sentence#8,True
288,أي,without,['▁أي'],without,O,O,sentence#8,True
289,بتكلفة,without,"['▁ب', 'تكلفة']",without,O,O,sentence#8,True
290,قليلة,without,['▁قليلة'],without,O,O,sentence#8,True
291,وحد,without,"['▁', 'وحد']",without,O,O,sentence#8,True
292,أدنى,without,"['▁أد', 'نى']",without,O,O,sentence#8,True
293,من,without,['▁من'],without,O,O,sentence#8,True
294,الخسائر,without,"['▁الخ', 'سائر']",without,O,O,sentence#8,True
295,البشرية,without,['▁البشرية'],without,O,O,sentence#8,True
296,أنان,without,"['▁أن', 'ان']",without,B-PERS,B-PERS,sentence#9,True
297,أن,without,['▁أن'],without,O,O,sentence#9,True
298,المهمة,without,['▁المهمة'],without,O,O,sentence#9,True
299,لم,without,['▁لم'],without,O,O,sentence#9,True
300,تنجز,without,"['▁تن', 'جز']",without,O,O,sentence#9,True
301,أبداً,without,"['▁أبدا', 'ً']",without,O,O,sentence#9,True
302,في,without,['▁في'],without,O,O,sentence#9,True
303,واقع,without,['▁واقع'],without,O,O,sentence#9,True
304,الأمر؛,without,"['▁الأمر', '؛']",without,O,O,sentence#9,True
305,فبعد,without,"['▁ف', 'بعد']",without,O,O,sentence#9,True
306,خمس,without,['▁خمس'],without,O,O,sentence#9,True
307,سنوات,without,['▁سنوات'],without,O,O,sentence#9,True
308,على,without,['▁على'],without,O,O,sentence#9,True
309,أحداث,without,"['▁', 'أحداث']",without,O,O,sentence#9,True
310,الحادي,without,"['▁الحاد', 'ي']",without,O,O,sentence#9,True
311,عشر,without,['▁عشر'],without,O,O,sentence#9,True
312,من,without,['▁من'],without,O,O,sentence#9,True
313,سبتمبر,without,['▁سبتمبر'],without,O,O,sentence#9,True
314,،,without,['▁،'],without,O,O,sentence#9,True
315,أخذت,without,"['▁أخذ', 'ت']",without,O,O,sentence#9,True
316,جهود,without,['▁جهود'],without,O,O,sentence#9,True
317,الولايات,without,['▁الولايات'],without,B-LOC,B-LOC,sentence#9,True
318,المتحدة,without,['▁المتحدة'],without,I-LOC,I-LOC,sentence#9,True
319,في,without,['▁في'],without,O,O,sentence#9,True
320,أفغانستان,without,"['▁أف', 'غان', 'ستان']",without,B-LOC,B-LOC,sentence#9,True
321,،,without,['▁،'],without,O,O,sentence#9,True
322,مثلما,without,"['▁مثل', 'ما']",without,O,O,sentence#9,True
323,في,without,['▁في'],without,O,O,sentence#9,True
324,العراق,without,['▁العراق'],without,B-LOC,B-LOC,sentence#9,True
325,،,without,['▁،'],without,O,O,sentence#9,True
326,تتبخر,without,"['▁تت', 'ب', 'خر']",without,O,O,sentence#9,True
327,أنان,without,"['▁أن', 'ان']",without,I-PERS,B-PERS,sentence#10,False
328,ما,without,['▁ما'],without,O,O,sentence#10,True
329,تزال,without,['▁تزال'],without,O,O,sentence#10,True
330,حكومة,without,['▁حكومة'],without,O,O,sentence#10,True
331,البلاد,without,['▁البلاد'],without,O,O,sentence#10,True
332,ضعيفة,without,"['▁ضعي', 'فة']",without,O,O,sentence#10,True
333,وفاسدة,without,"['▁و', 'فاس', 'دة']",without,O,O,sentence#10,True
334,،,without,['▁،'],without,O,O,sentence#10,True
335,كما,without,['▁كما'],without,O,O,sentence#10,True
336,أنها,without,['▁أنها'],without,O,O,sentence#10,True
337,تواجه,without,['▁تواجه'],without,O,O,sentence#10,True
338,عراقيل,without,"['▁عراق', 'يل']",without,O,O,sentence#10,True
339,عدة,without,['▁عدة'],without,O,O,sentence#10,True
340,مثل,without,['▁مثل'],without,O,O,sentence#10,True
341,مؤشرات,without,"['▁', 'مؤشر', 'ات']",without,O,O,sentence#10,True
342,التنمية,without,['▁التنمية'],without,O,O,sentence#10,True
343,التي,without,['▁التي'],without,O,O,sentence#10,True
344,تبعث,without,"['▁ت', 'بعث']",without,O,O,sentence#10,True
345,على,without,['▁على'],without,O,O,sentence#10,True
346,القلق,without,"['▁ال', 'قلق']",without,O,O,sentence#10,True
347,،,without,['▁،'],without,O,O,sentence#10,True
348,وازدهار,without,"['▁وا', 'زده', 'ار']",without,O,O,sentence#10,True
349,زراعة,without,"['▁', 'زراعة']",without,O,O,sentence#10,True
350,الأفيون,without,"['▁الأ', 'في', 'ون']",without,O,O,sentence#10,True
351,،,without,['▁،'],without,O,O,sentence#10,True
352,وانبعاث,without,"['▁وان', 'بع', 'اث']",without,O,O,sentence#10,True
353,حركة,without,['▁حركة'],without,O,O,sentence#10,True
354,التمرد,without,"['▁الت', 'مرد']",without,O,O,sentence#10,True
355,من,without,['▁من'],without,O,O,sentence#10,True
356,جديد,without,['▁جديد'],without,O,O,sentence#10,True
357,الأحمر,without,['▁الأحمر'],without,I-ORG,O,sentence#11,False
358,،,without,['▁،'],without,O,O,sentence#11,True
359,لنا,without,['▁لنا'],without,O,O,sentence#11,True
360,أن,without,['▁أن'],without,O,O,sentence#11,True
361,نتساءل,without,"['▁ن', 'تساءل']",without,O,O,sentence#11,True
362,:,without,['▁:'],without,O,O,sentence#11,True
363,كيف,without,['▁كيف'],without,O,O,sentence#11,True
364,ساءت,without,"['▁', 'ساء', 'ت']",without,O,O,sentence#11,True
365,الأمور,without,['▁الأمور'],without,O,O,sentence#11,True
366,إلى,without,['▁إلى'],without,O,O,sentence#11,True
367,هذا,without,['▁هذا'],without,O,O,sentence#11,True
368,الحد,without,['▁الحد'],without,O,O,sentence#11,True
369,وبهذه,without,"['▁وب', 'هذه']",without,O,O,sentence#11,True
370,السرعة,without,['▁السرعة'],without,O,O,sentence#11,True
371,؟,without,['▁؟'],without,O,O,sentence#11,True
372,مما,without,['▁مما'],without,O,O,sentence#11,True
373,لاشك,without,"['▁لاش', 'ك']",without,O,O,sentence#11,True
374,فيه,without,['▁فيه'],without,O,O,sentence#11,True
375,أن,without,['▁أن'],without,O,O,sentence#11,True
376,رامسفيلد,without,"['▁را', 'مس', 'فيل', 'د']",without,B-PERS,B-PERS,sentence#11,True
377,وفريقه,without,"['▁و', 'فريق', 'ه']",without,O,O,sentence#11,True
378,ارتكبا,without,"['▁ارت', 'ك', 'با']",without,O,O,sentence#11,True
379,أخطاء,without,"['▁', 'أخطاء']",without,O,O,sentence#11,True
380,تكتيكية,without,"['▁ت', 'كت', 'يكية']",without,O,O,sentence#11,True
381,،,without,['▁،'],without,O,O,sentence#11,True
382,إلا,without,['▁إلا'],without,O,O,sentence#11,True
383,أن,without,['▁أن'],without,O,O,sentence#11,True
384,جذور,without,"['▁ج', 'ذور']",without,O,O,sentence#11,True
385,هذه,without,['▁هذه'],without,O,O,sentence#11,True
386,الأخطاء,without,"['▁ال', 'أخطاء']",without,O,O,sentence#11,True
387,توجد,without,['▁توجد'],without,O,O,sentence#11,True
388,في,without,['▁في'],without,O,O,sentence#11,True
389,مشكلة,without,['▁مشكلة'],without,O,O,sentence#11,True
390,أكبر,without,['▁أكبر'],without,O,O,sentence#11,True
391,تتمثل,without,"['▁تت', 'مثل']",without,O,O,sentence#11,True
392,في,without,['▁في'],without,O,O,sentence#11,True
393,مفهوم,without,['▁مفهوم'],without,O,O,sentence#11,True
394,ساذج,without,"['▁سا', 'ذ', 'ج']",without,O,O,sentence#11,True
395,وخطير,without,"['▁وخ', 'طير']",without,O,O,sentence#11,True
396,،,without,['▁،'],without,O,O,sentence#11,True
397,هو,without,['▁هو'],without,O,O,sentence#11,True
398,مفهوم,without,['▁مفهوم'],without,O,O,sentence#11,True
399,القوة,without,['▁القوة'],without,O,O,sentence#11,True
400,الأميركية,without,['▁الأميركية'],without,O,O,sentence#11,True
401,،,without,['▁،'],without,O,O,sentence#11,True
402,الذي,without,['▁الذي'],without,O,O,sentence#11,True
403,يلقى,without,"['▁', 'يل', 'قى']",without,O,O,sentence#11,True
404,رواجاً,without,"['▁رواج', 'ا', 'ً']",without,O,O,sentence#11,True
405,متزايداً,without,"['▁م', 'تزايد', 'ا', 'ً']",without,O,O,sentence#11,True
